country,type,consumption,year,price,revenue,profit,margin,market_share
Dominican Republic,Arabica/Robusta,19800000,1995,99.1481819152832,1963134001.9226074,1962110668.5892742,0.9994787246655954,0.015449318137321592
Dominican Republic,Arabica/Robusta,21000000,1996,96.85581817626954,2033972181.7016604,2032888848.3683271,0.999467380457275,0.015484963392661685
Dominican Republic,Arabica/Robusta,19500000,1997,94.56345443725586,1843987361.5264893,1842979028.193156,0.9994531777416855,0.013822381966427348
Dominican Republic,Arabica/Robusta,19500000,1998,92.27109069824219,1799286268.6157227,1798277935.2823894,0.999439592603511,0.013390443929191913
Dominican Republic,Arabica/Robusta,19500000,1999,89.97872695922851,1754585175.704956,1753576842.3716228,0.99942531525554,0.01293965308113246
Dominican Republic,Arabica/Robusta,19500000,2000,87.68636322021484,1709884082.7941895,1708875749.4608562,0.9994102914089442,0.012625671564326533
Dominican Republic,Arabica/Robusta,19500000,2001,53.27000007629395,1038765001.4877319,1037756668.1543986,0.9990292960083472,0.012006725835318999
Dominican Republic,Arabica/Robusta,20411880,2002,52.69999961853027,1075706068.2134857,1074652140.8801525,0.9990202459905394,0.012017313228059354
Dominican Republic,Arabica/Robusta,20411880,2003,61.504545731977984,1255423406.9356468,1254369479.6023135,0.9991605004912998,0.011832245046748598
Dominican Republic,Arabica/Robusta,20400000,2004,79.64499969482422,1624757993.774414,1623704660.4410808,0.9993516983222306,0.011396898394438474
Dominican Republic,Arabica/Robusta,22679880,2005,106.52727300470525,2416025768.4739547,2414858441.140621,0.9995168398662938,0.01203310241220731
Dominican Republic,Arabica/Robusta,22679880,2006,108.13499908447265,2452488803.0359497,2451321475.702616,0.9995240233790718,0.011405069791551635
Dominican Republic,Arabica/Robusta,22679880,2007,119.22999877929688,2704122064.7145996,2702954737.381266,0.9995683155917532,0.010808104520070442
Dominican Republic,Arabica/Robusta,22680000,2008,131.76818154074928,2988502357.344194,2987335024.0108604,0.9996093918646359,0.010240811323671462
Dominican Republic,Arabica/Robusta,22680000,2009,126.28888871934679,2864231996.154785,2863064662.8214517,0.9995924445593442,0.009843089692733113
Dominican Republic,Arabica/Robusta,22680000,2010,166.79999889026988,3783023974.831321,3781856641.4979873,0.9996914285129833,0.009521548725744736
Dominican Republic,Arabica/Robusta,22680000,2011,253.68182095614347,5753503699.285334,5752336365.952001,0.9997971091365635,0.009076460535765697
Dominican Republic,Arabica/Robusta,22680000,2012,166.10555521647134,3767273992.3095703,3766106658.976237,0.9996901384566887,0.00875152300810127
Dominican Republic,Arabica/Robusta,22680000,2013,125.5099983215332,2846566761.932373,2845399428.5990396,0.9995899153503285,0.008465369015177264
Dominican Republic,Arabica/Robusta,22999980,2014,180.8045460094105,4158500942.125521,4157317609.7921877,0.999715442571782,0.008457639786043003
Dominican Republic,Arabica/Robusta,23280000,2015,130.00555419921875,3026529301.7578125,3025331968.424479,0.9996043873315094,0.00834880893374198
Dominican Republic,Arabica/Robusta,23280000,2016,137.61363567005503,3203645438.398881,3202448105.0655475,0.999626259098781,0.008194436231235164
Dominican Republic,Arabica/Robusta,23400000,2017,131.24000091552733,3071016021.4233394,3069812688.090006,0.9996081644234549,0.00806882577630835
Dominican Republic,Arabica/Robusta,23400000,2018,111.45999908447266,2608163978.57666,2606960645.2433267,0.9995386281908586,0.007849322631633945
Dominican Republic,Arabica/Robusta,23400000,2019,101.40499954223633,2372876989.28833,2371673655.9549966,0.9994928800191643,0.007762019816078343
Dominican Republic,Arabica/Robusta,22620000,2020,110.61000061035156,2501998213.8061523,2500833880.472819,0.9995346386232777,0.007542787210730109
Ecuador,Arabica/Robusta,21000000,1991,108.3176368713379,2274670374.2980957,2273587040.964762,0.9995237405183739,0.017940243713597644
Ecuador,Arabica/Robusta,21000000,1992,106.02527313232422,2226530735.7788086,2225447402.445475,0.9995134433511629,0.01730266569316926
Ecuador,Arabica/Robusta,21000000,1993,103.73290939331055,2178391097.2595215,2177307763.926188,0.9995026910756768,0.016705286106184908
Ecuador,Arabica/Robusta,21000000,1994,101.44054565429687,2130251458.7402341,2129168125.406901,0.9994914528381669,0.01658932407794404
Ecuador,Arabica/Robusta,21000000,1995,99.1481819152832,2082111820.2209473,2081028486.887614,0.9994796949314575,0.016385640448674417
Ecuador,Arabica/Robusta,21000000,1996,96.85581817626954,2033972181.7016604,2032888848.3683271,0.999467380457275,0.015484963392661685
Ecuador,Arabica/Robusta,18000000,1997,94.56345443725586,1702142179.8706055,1701208846.5372722,0.9994516713442797,0.012759121815163706
Ecuador,Arabica/Robusta,18000000,1998,92.27109069824219,1660879632.5683594,1659946299.2350261,0.9994380487814821,0.012360409780792534
Ecuador,Arabica/Robusta,18000000,1999,89.97872695922851,1619617085.2661133,1618683751.93278,0.999423732101974,0.011944295151814579
Ecuador,Arabica/Robusta,13800000,2000,87.68636322021484,1210071812.4389648,1209348479.1056316,0.9994022393333207,0.008935090645523393
Ecuador,Arabica/Robusta,12000000,2001,53.27000007629395,639240000.9155273,638606667.582194,0.999009240140751,0.007388754360196308
Ecuador,Arabica/Robusta,12000000,2002,52.69999961853027,632399995.4223633,631766662.0890299,0.9989985241335899,0.007064893519691095
Ecuador,Arabica/Robusta,9000000,2003,61.504545731977984,553540911.5878018,553057578.2544684,0.9991268335849884,0.005217069932839963
Ecuador,Arabica/Robusta,9000000,2004,79.64499969482422,716804997.253418,716321663.9200846,0.9993257115461174,0.005028043409311091
Ecuador,Arabica/Robusta,9000000,2005,106.52727300470525,958745457.0423473,958262123.7090139,0.9994958689714949,0.004775065904663772
Ecuador,Arabica/Robusta,9000000,2006,108.13499908447265,973214991.7602539,972731658.4269205,0.9995033642746716,0.00452584529212521
Ecuador,Arabica/Robusta,9000000,2007,119.22999877929688,1073069989.0136719,1072586655.6803385,0.9995495789293505,0.004288953057980641
Ecuador,Arabica/Robusta,9000000,2008,131.76818154074928,1185913633.8667436,1185430300.5334103,0.9995924379992518,0.004063814017329945
Ecuador,Arabica/Robusta,9000000,2009,126.28888871934679,1136599998.474121,1136116665.1407878,0.9995747551170314,0.0039059879733067907
Ecuador,Arabica/Robusta,9000000,2010,166.79999889026988,1501199990.012429,1500716656.6790957,0.9996780353473562,0.0037783923514860063
Ecuador,Arabica/Robusta,9000000,2011,253.68182095614347,2283136388.6052914,2282653055.271958,0.9997883029083389,0.0036017700538752764
Ecuador,Arabica/Robusta,9000000,2012,166.10555521647134,1494949996.9482422,1494466663.614909,0.9996766892977559,0.003472826590516377
Ecuador,Arabica/Robusta,9000000,2013,125.5099983215332,1129589984.8937988,1129106651.5604656,0.9995721161308112,0.0033592734187211366
Ecuador,Arabica/Robusta,9300000,2014,180.8045460094105,1681482277.8875177,1680983944.5541844,0.9997036345016022,0.0034198312350793313
Ecuador,Arabica/Robusta,9300000,2015,130.00555419921875,1209051654.0527344,1208553320.7194011,0.9995878312298214,0.0033352200637371313
Ecuador,Arabica/Robusta,9300000,2016,137.61363567005503,1279806811.7315118,1279308478.3981786,0.9996106183146041,0.0032735505562923976
Ecuador,Arabica/Robusta,9300000,2017,131.24000091552733,1220532008.5144043,1220033675.181071,0.9995917080995362,0.0032068410136610105
Ecuador,Arabica/Robusta,9300000,2018,111.45999908447266,1036577991.4855957,1036079658.1522623,0.9995192514818695,0.0031196025843673375
Ecuador,Arabica/Robusta,9300000,2019,101.40499954223633,943066495.7427979,942568162.4094645,0.9994715819768988,0.003084905311518316
Ecuador,Arabica/Robusta,8940000,2020,110.61000061035156,988853405.456543,988373072.1232096,0.9995142522332604,0.0029811015766546055
El Salvador,Arabica,10800000,1991,108.3176368713379,1169830478.2104492,1169257144.877116,0.9995099004992498,0.00922641105270736
El Salvador,Arabica,10800000,1992,106.02527313232422,1145072949.8291016,1144499616.4957683,0.9994993040981198,0.008898513785058475
El Salvador,Arabica,13800000,1993,103.73290939331055,1431514149.6276855,1430790816.2943523,0.9994947075210389,0.010977759441207225
El Salvador,Arabica,13800000,1994,101.44054565429687,1399879530.0292969,1399156196.6959636,0.9994832888703515,0.010901555822648939
El Salvador,Arabica,13800000,1995,99.1481819152832,1368244910.4309082,1367521577.097575,0.9994713422079491,0.010767706580557474
El Salvador,Arabica,16200000,1996,96.85581817626954,1569064254.4555664,1568220921.1222332,0.9994625246665721,0.011945543188624728
El Salvador,Arabica,13800000,1997,94.56345443725586,1304975671.2341309,1304252337.9007976,0.9994457112501958,0.009781993391625507
El Salvador,Arabica,11500020,1998,92.27109069824219,1061119388.4515991,1060511054.1182657,0.9994267051003365,0.007896942204850542
El Salvador,Arabica,11500020,1999,89.97872695922851,1034757159.605667,1034148825.2723336,0.9994120994209258,0.007631090729542817
El Salvador,Arabica,9198000,2000,87.68636322021484,806539168.8995361,806045935.5662028,0.9993884570615382,0.0059554321563423315
El Salvador,Arabica,8640000,2001,53.27000007629395,460252800.6591797,459787467.3258464,0.9989889614301817,0.005319903139341341
El Salvador,Arabica,9198000,2002,52.69999961853027,484734596.49124146,484241363.15790814,0.9989824672369094,0.005415240882843224
El Salvador,Arabica,9198000,2003,61.504545731977984,565718811.6427335,565225578.3094001,0.9991281298709139,0.005331845471362442
El Salvador,Arabica,9198000,2004,79.64499969482422,732574707.1929932,732081473.8596598,0.9993267125816788,0.005138660364315936
El Salvador,Arabica,10350000,2005,106.52727300470525,1102557275.5986993,1102006442.265366,0.9995004038832956,0.005491325790363337
El Salvador,Arabica,13446000,2006,108.13499908447265,1453983197.6898193,1453277564.356486,0.9995146894857834,0.0067616128664350645
El Salvador,Arabica,15228000,2007,119.22999877929688,1815634421.4111328,1814839688.0777996,0.9995622833958415,0.007256908574103244
El Salvador,Arabica,15030000,2008,131.76818154074928,1980475768.5574617,1979690935.2241285,0.9996037147508727,0.006786569408941009
El Salvador,Arabica,14658000,2009,126.28888871934679,1851142530.8481853,1850376297.514852,0.9995860754530975,0.00636155241252566
El Salvador,Arabica,16098000,2010,166.79999889026988,2685146382.1355643,2684308148.802231,0.9996878258336639,0.0067582844526913035
El Salvador,Arabica,16560000,2011,253.68182095614347,4200970955.0337358,4200109621.7004023,0.9997949680341632,0.0066272568991305085
El Salvador,Arabica,16404000,2012,166.10555521647134,2724795527.770996,2723941994.4376626,0.999686753253727,0.00632980526564785
El Salvador,Arabica,16596000,2013,125.5099983215332,2082963932.144165,2082100798.8108318,0.9995856225256647,0.006194500184121776
El Salvador,Arabica,16500000,2014,180.8045460094105,2983275009.1552734,2982416675.82194,0.9997122848779615,0.006067442513850427
El Salvador,Arabica,16800000,2015,130.00555419921875,2184093310.546875,2183219977.2135415,0.9996001391840192,0.00602491366352514
El Salvador,Arabica,17100000,2016,137.61363567005503,2353193169.957941,2352304836.6246076,0.999622498762671,0.006019109087376344
El Salvador,Arabica,17520000,2017,131.24000091552733,2299324816.040039,2298415482.7067056,0.9996045215852106,0.0060412746838000965
El Salvador,Arabica,18000000,2018,111.45999908447266,2006279983.5205078,2005346650.1871746,0.9995347940761012,0.0060379404858722655
El Salvador,Arabica,18000000,2019,101.40499954223633,1825289991.760254,1824356658.4269207,0.9994886657256948,0.005970784473906418
El Salvador,Arabica,17520000,2020,110.61000061035156,1937887210.6933594,1936977877.3600261,0.9995307604445112,0.00584215879451775
Equatorial Guinea,Robusta,0,1991,108.3176368713379,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,1992,106.02527313232422,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,1993,103.73290939331055,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,1994,101.44054565429687,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,1995,99.1481819152832,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,1996,96.85581817626954,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,1997,94.56345443725586,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,1998,92.27109069824219,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,1999,89.97872695922851,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2000,87.68636322021484,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2001,53.27000007629395,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2002,52.69999961853027,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2003,61.504545731977984,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2004,79.64499969482422,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2005,106.52727300470525,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2006,108.13499908447265,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2007,119.22999877929688,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2008,131.76818154074928,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2009,126.28888871934679,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2010,166.79999889026988,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2011,253.68182095614347,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2012,166.10555521647134,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2013,125.5099983215332,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2014,180.8045460094105,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2015,130.00555419921875,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2016,137.61363567005503,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2017,131.24000091552733,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2018,111.45999908447266,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2019,101.40499954223633,0.0,-33333.333333333336,,0.0
Equatorial Guinea,Robusta,0,2020,110.61000061035156,0.0,-33333.333333333336,,0.0
Ethiopia,Arabica,72000000,1991,108.3176368713379,7798869854.736328,7795236521.402995,0.9995341205327172,0.061509407018049064
Ethiopia,Arabica,75840000,1992,106.02527313232422,8040956714.355469,8037131381.022136,0.9995242688812758,0.062487341246188405
Ethiopia,Arabica,79860000,1993,103.73290939331055,8284110144.14978,8280083810.816447,0.9995139691212126,0.06352781659237747
Ethiopia,Arabica,84120000,1994,101.44054565429687,8533178700.439452,8528939367.106119,0.9995031941223598,0.06645209244936441
Ethiopia,Arabica,88560000,1995,99.1481819152832,8780562990.41748,8776101657.084146,0.9994919080543921,0.0691005865778384
Ethiopia,Arabica,93300000,1996,96.85581817626954,9036647835.845947,9031949502.512613,0.9994800800674453,0.06879748021596835
Ethiopia,Arabica,98220000,1997,94.56345443725586,9288022494.82727,9283078161.493937,0.9994676656590692,0.06962227470474329
Ethiopia,Arabica,103440000,1998,92.27109069824219,9544521621.826172,9539316288.492838,0.9994546260630359,0.07103115487362109
Ethiopia,Arabica,108960000,1999,89.97872695922851,9804082089.47754,9798600756.144205,0.9994409131539997,0.07230279998565092
Ethiopia,Arabica,114720000,2000,87.68636322021484,10059379588.623047,10053610255.289713,0.9994264722508475,0.07427779701843795
Ethiopia,Arabica,120840000,2001,53.27000007629395,6437146809.21936,6431071475.886027,0.9990562071188696,0.07440475640717681
Ethiopia,Arabica,127260000,2002,52.69999961853027,6706601951.454163,6700205618.12083,0.9990462631628307,0.07492319577632406
Ethiopia,Arabica,134040000,2003,61.504545731977984,8244069309.914329,8237333976.580996,0.9991830086477763,0.07769956153309651
Ethiopia,Arabica,141180000,2004,79.64499969482422,11244281056.915283,11237188723.58195,0.9993692497281566,0.07887324094739333
Ethiopia,Arabica,148680000,2005,106.52727300470525,15838474950.339577,15831007617.006243,0.9995285320489032,0.07888408874504552
Ethiopia,Arabica,156540000,2006,108.13499908447265,16927452756.68335,16919592423.350016,0.9995356458265565,0.07871953578103115
Ethiopia,Arabica,164880000,2007,119.22999877929688,19658642198.73047,19650364865.397137,0.9995789468443621,0.07857362002220535
Ethiopia,Arabica,173640000,2008,131.76818154074928,22880227042.735706,22871511709.402374,0.9996190888614412,0.07840451844101907
Ethiopia,Arabica,182880000,2009,126.28888871934679,23095711968.99414,23086534635.66081,0.9996026390809838,0.07936967561759399
Ethiopia,Arabica,186540000,2010,166.79999889026988,31114871792.990944,31105511459.65761,0.9996991685070854,0.0783134788051333
Ethiopia,Arabica,190260000,2011,253.68182095614347,48265503255.11586,48255956921.782524,0.9998022120833823,0.07614141893892334
Ethiopia,Arabica,194100000,2012,166.10555521647134,32241088267.51709,32231349934.183758,0.9996979527101403,0.07489729346880321
Ethiopia,Arabica,197940000,2013,125.5099983215332,24843449067.764282,24833518734.43095,0.999600283627839,0.0738816200557402
Ethiopia,Arabica,201900000,2014,180.8045460094105,36504437839.29998,36494309505.966644,0.9997225451497727,0.07424343294220613
Ethiopia,Arabica,205980000,2015,130.00555419921875,26778544053.95508,26768211720.621746,0.9996141562695674,0.07386974502457788
Ethiopia,Arabica,210060000,2016,137.61363567005503,28907120308.85176,28896583975.51843,0.9996355107938543,0.07394000321019151
Ethiopia,Arabica,214260000,2017,131.24000091552733,28119482596.160885,28108736262.827553,0.9996178331768167,0.0738814790953772
Ethiopia,Arabica,218580000,2018,111.45999908447266,24362926599.884033,24351964266.5507,0.9995500403743208,0.07332072396677555
Ethiopia,Arabica,221100000,2019,101.40499954223633,22420645398.788452,22409557065.45512,0.999505440939094,0.07334113595448384
Ethiopia,Arabica,226860000,2020,110.61000061035156,25092984738.464355,25081608405.131023,0.9995466329154581,0.0756479534317521
Gabon,Robusta,102000,1991,108.3176368713379,11048398.960876465,11009965.62754313,0.9965213662658788,8.713832660890284e-05
Gabon,Robusta,60000,1992,106.02527313232422,6361516.387939453,6325183.05460612,0.994288573491343,4.943618769476931e-05
Gabon,Robusta,48000,1993,103.73290939331055,4979179.650878906,4943446.317545573,0.9928234496766901,3.818351109985122e-05
Gabon,Robusta,48000,1994,101.44054565429687,4869146.19140625,4833412.858072917,0.9926612732646228,3.791845503530066e-05
Gabon,Robusta,60000,1995,99.1481819152832,5948890.914916992,5912557.581583659,0.9938924189646466,4.6816115567641184e-05
Gabon,Robusta,48000,1996,96.85581817626954,4649079.2724609375,4613345.9391276045,0.9923138902911376,3.539420204036956e-05
Gabon,Robusta,49980,1997,94.56345443725586,4726281.452774048,4690449.119440715,0.9924184935469085,3.542782824010456e-05
Gabon,Robusta,48000,1998,92.27109069824219,4429012.353515625,4393279.020182292,0.9919319860769933,3.296109274878009e-05
Gabon,Robusta,48000,1999,89.97872695922851,4318978.894042969,4283245.560709636,0.991726439464055,3.185145373817221e-05
Gabon,Robusta,42900,2000,87.68636322021484,3761744.982147217,3726266.6488138833,0.990568650054241,2.7776477441518375e-05
Gabon,Robusta,18000,2001,53.27000007629395,958860.001373291,924626.6680399576,0.9642978815632063,1.108313154029446e-05
Gabon,Robusta,18000,2002,52.69999961853027,948599.9931335449,914366.6598002115,0.963911729305153,1.0597340279536641e-05
Gabon,Robusta,18000,2003,61.504545731977984,1107081.8231756038,1072848.4898422705,0.9690778652339023,1.0434139865679926e-05
Gabon,Robusta,18000,2004,79.64499969482422,1433609.994506836,1399376.6611735027,0.9761208882021574,1.0056086818622183e-05
Gabon,Robusta,18000,2005,106.52727300470525,1917490.9140846946,1883257.5807513613,0.9821468080594925,9.550131809327543e-06
Gabon,Robusta,18000,2006,108.13499908447265,1946429.9835205078,1912196.6501871746,0.9824122451754389,9.051690584250421e-06
Gabon,Robusta,18000,2007,119.22999877929688,2146139.9780273438,2111906.6446940103,0.9840488813945866,8.577906115961282e-06
Gabon,Robusta,18000,2008,131.76818154074928,2371827.2677334873,2337593.934400154,0.9855666836286747,8.12762803465989e-06
Gabon,Robusta,16500,2009,126.28888871934679,2083766.663869222,2049608.3305358887,0.9836074096367841,7.16097795106245e-06
Gabon,Robusta,15000,2010,166.79999889026988,2501999.9833540483,2467916.650020715,0.9863775645243438,6.297320585810011e-06
Gabon,Robusta,56820,2011,253.68182095614347,14414201.066728072,14378026.733394738,0.9974903684799545,2.2739174940132578e-05
Gabon,Robusta,61920,2012,166.10555521647134,10285255.979003906,10248826.645670572,0.9964581014407712,2.3893046942752677e-05
Gabon,Robusta,58020,2013,125.5099983215332,7282090.102615356,7245855.769282023,0.9950241849767391,2.1656115972688928e-05
Gabon,Robusta,34980,2014,180.8045460094105,6324543.01940918,6289460.686075847,0.994452985263019,1.2862978129362905e-05
Gabon,Robusta,31020,2015,130.00555419921875,4032772.2912597656,3997887.957926432,0.9913497884795186,1.1124572728723206e-05
Gabon,Robusta,30000,2016,137.61363567005503,4128409.070101651,4093575.7367683174,0.9915625286298299,1.0559840504169024e-05
Gabon,Robusta,30000,2017,131.24000091552733,3937200.02746582,3902366.6941324864,0.9911527651401156,1.034464843116455e-05
Gabon,Robusta,30000,2018,111.45999908447266,3343799.9725341797,3308966.639200846,0.9895827102041231,1.0063234143120443e-05
Gabon,Robusta,30000,2019,101.40499954223633,3042149.98626709,3007316.6529337564,0.9885497646432363,9.951307456510697e-06
Gabon,Robusta,30000,2020,110.61000061035156,3318300.018310547,3283466.6849772134,0.9895026570409181,1.0003696565955051e-05
Ghana,Robusta,1020000,1991,108.3176368713379,110483989.60876465,110399656.27543132,0.9992366918172311,0.0008713832660890284
Ghana,Robusta,1020000,1992,106.02527313232422,108145778.5949707,108061445.26163737,0.9992201883935833,0.0008404151908110783
Ghana,Robusta,1020000,1993,103.73290939331055,105807567.58117676,105723234.24784343,0.9992029555611074,0.0008113996108718383
Ghana,Robusta,1020000,1994,101.44054565429687,103469356.56738281,103385023.23404948,0.9991849438700393,0.0008057671695001391
Ghana,Robusta,1680000,1995,99.1481819152832,166568945.61767578,166451612.28434244,0.9992955869841269,0.0013108512358939533
Ghana,Robusta,1680000,1996,96.85581817626954,162717774.5361328,162600441.20279947,0.9992789150806184,0.0012387970714129348
Ghana,Robusta,180000,1997,94.56345443725586,17021421.798706055,16979088.465372723,0.9975129378829828,0.00012759121815163706
Ghana,Robusta,180000,1998,92.27109069824219,16608796.325683594,16566462.99235026,0.9974511498302938,0.00012360409780792534
Ghana,Robusta,60000,1999,89.97872695922851,5398723.617553711,5362390.284220378,0.9932700141909104,3.9814317172715265e-05
Ghana,Robusta,60000,2000,87.68636322021484,5261181.793212891,5224848.459879558,0.9930940737725117,3.8848220197927795e-05
Ghana,Robusta,60000,2001,53.27000007629395,3196200.0045776367,3159866.671244303,0.9886323342465126,3.694377180098154e-05
Ghana,Robusta,60000,2002,52.69999961853027,3161999.9771118164,3125666.643778483,0.9885093821643476,3.5324467598455476e-05
Ghana,Robusta,60000,2003,61.504545731977984,3690272.743918679,3653939.4105853457,0.9901542959410768,3.478046621893309e-05
Ghana,Robusta,60000,2004,79.64499969482422,4778699.981689453,4742366.64835612,0.9923968163993238,3.352028939540728e-05
Ghana,Robusta,95400,2005,106.52727300470525,10162701.84464888,10124598.511315547,0.9962506689740783,5.061569858943598e-05
Ghana,Robusta,95400,2006,108.13499908447265,10316078.912658691,10277975.579325357,0.9963064131579511,4.7973960096527227e-05
Ghana,Robusta,60000,2007,119.22999877929688,7153799.9267578125,7117466.5934244795,0.9949211141344011,2.8593020386537604e-05
Ghana,Robusta,120000,2008,131.76818154074928,15812181.784889914,15772848.45155658,0.9975124664092263,5.41841868977326e-05
Ghana,Robusta,120000,2009,126.28888871934679,15154666.646321615,15115333.312988281,0.9974045398522255,5.2079839644090544e-05
Ghana,Robusta,120000,2010,166.79999889026988,20015999.866832387,19976666.533499055,0.9980349053959323,5.037856468648009e-05
Ghana,Robusta,120000,2011,253.68182095614347,30441818.514737215,30402485.181403883,0.9987079177508962,4.8023600718337016e-05
Ghana,Robusta,120000,2012,166.10555521647134,19932666.625976562,19893333.29264323,0.9980266898518199,4.630435454021837e-05
Ghana,Robusta,120000,2013,125.5099983215332,15061199.798583984,15021866.46525065,0.9973884329363301,4.479031224961516e-05
Ghana,Robusta,120000,2014,180.8045460094105,21696545.52112926,21657212.18779593,0.998187115396088,4.412685464618492e-05
Ghana,Robusta,120000,2015,130.00555419921875,15600666.50390625,15561333.170572916,0.9974787401984726,4.303509759660815e-05
Ghana,Robusta,120000,2016,137.61363567005503,16513636.280406604,16474302.94707327,0.9976181300916744,4.22393620166761e-05
Ghana,Robusta,120000,2017,131.24000091552733,15748800.10986328,15709466.776529945,0.9975024552309417,4.13785937246582e-05
Ghana,Robusta,120000,2018,111.45999908447266,13375199.890136719,13335866.556803385,0.9970592339810682,4.0252936572481773e-05
Ghana,Robusta,120000,2019,101.40499954223633,12168599.94506836,12129266.611735025,0.9967676369088562,3.980522982604279e-05
Ghana,Robusta,120000,2020,110.61000061035156,13273200.073242188,13233866.739908854,0.9970366352412161,4.0014786263820206e-05
Guatemala,Arabica/Robusta,18000000,1991,108.3176368713379,1949717463.684082,1948784130.3507488,0.9995212981620579,0.015377351754512266
Guatemala,Arabica/Robusta,18000000,1992,106.02527313232422,1908454916.381836,1907521583.0485027,0.9995109481888612,0.014830856308430793
Guatemala,Arabica/Robusta,18000000,1993,103.73290939331055,1867192369.0795898,1866259035.7462566,0.9995001407735008,0.014318816662444207
Guatemala,Arabica/Robusta,18600000,1994,101.44054565429687,1886794149.1699219,1885830815.8365886,0.9994894337923631,0.014693401326179006
Guatemala,Arabica/Robusta,18600000,1995,99.1481819152832,1844156183.6242676,1843192850.2909343,0.9994776292041382,0.014512995825968768
Guatemala,Arabica/Robusta,18600000,1996,96.85581817626954,1801518218.0786133,1800554884.74528,0.9994652658387431,0.013715253290643206
Guatemala,Arabica/Robusta,18000000,1997,94.56345443725586,1702142179.8706055,1701208846.5372722,0.9994516713442797,0.012759121815163706
Guatemala,Arabica/Robusta,18000000,1998,92.27109069824219,1660879632.5683594,1659946299.2350261,0.9994380487814821,0.012360409780792534
Guatemala,Arabica/Robusta,18000000,1999,89.97872695922851,1619617085.2661133,1618683751.93278,0.999423732101974,0.011944295151814579
Guatemala,Arabica/Robusta,18000000,2000,87.68636322021484,1578354537.9638672,1577421204.630534,0.9994086668673711,0.01165446605937834
Guatemala,Arabica/Robusta,18000000,2001,53.27000007629395,958860001.373291,957926668.0399576,0.9990266218926677,0.011083131540294461
Guatemala,Arabica/Robusta,18000000,2002,52.69999961853027,948599993.1335449,947666659.8002115,0.9990160938856322,0.010597340279536642
Guatemala,Arabica/Robusta,18000000,2003,61.504545731977984,1107081823.1756036,1106148489.8422704,0.9991569427717131,0.010434139865679926
Guatemala,Arabica/Robusta,18000000,2004,79.64499969482422,1433609994.506836,1432676661.1735027,0.9993489628721134,0.010056086818622183
Guatemala,Arabica/Robusta,18000000,2005,106.52727300470525,1917490914.0846946,1916557580.7513614,0.9995132528000641,0.009550131809327544
Guatemala,Arabica/Robusta,18000000,2006,108.13499908447265,1946429983.5205078,1945496650.1871746,0.9995204896445106,0.00905169058425042
Guatemala,Arabica/Robusta,18000000,2007,119.22999877929688,2146139978.0273438,2145206644.6940105,0.9995651106904074,0.008577906115961282
Guatemala,Arabica/Robusta,18000000,2008,131.76818154074928,2371827267.733487,2370893934.4001536,0.9996064918613464,0.00812762803465989
Guatemala,Arabica/Robusta,20100000,2009,126.28888871934679,2538406663.2588706,2537368329.925537,0.9995909507533358,0.008723373140385167
Guatemala,Arabica/Robusta,19200000,2010,166.79999889026988,3202559978.6931815,3201566645.359848,0.9996898314660951,0.008060570349836814
Guatemala,Arabica/Robusta,20400000,2011,253.68182095614347,5175109147.505327,5174055814.171994,0.9997964616197823,0.008164012122117294
Guatemala,Arabica/Robusta,21000000,2012,166.10555521647134,3488216659.5458984,3487133326.212565,0.9996894306062185,0.008103262044538213
Guatemala,Arabica/Robusta,21600000,2013,125.5099983215332,2711015963.745117,2709902630.4117837,0.9995893298496865,0.008062256204930729
